erk_regime,n_settings,n_significant_p005,min_fraction,mean_fraction,max_fraction,min_density_ratio,mean_density_ratio,max_density_ratio,max_p_value
reference_ERK,5,5,0.6068059825941946,0.6293923339563356,0.6487385639035209,1.92909211398277,2.1284594646773085,2.308602999210734,1.97354714494582e-134
strong_ERK_protection,5,5,0.5789010989010989,0.588372431542138,0.607744874715262,1.7184237995824636,1.788805600454435,1.936701509872241,2.9280369365879327e-47
weak_ERK_protection,5,5,0.6392326327506056,0.6468334394126998,0.6581135661677358,2.21483666061706,2.2907822585350437,2.406184850590688,3.262794244536447e-171
